7318   0.2   -0.5   -2   150   
7343   0.2   -0.5   -2   200   
7360   0.2   -0.5   -2   150   
7446   0.2   -0.5   -2   150   
7464   0.2   -0.5   -2   150   
7475   0.2   -0.5   -2   150   
7477   0.2   -0.5   -2   150   
7491   0.2   -0.5   -2   170   
7503   0.2   -0.5   -2   170   
7515   0.2   -0.5   -2   150   
7527   0.2   -0.5   -2   150   
7530   0.2   -0.5   -2   150   
7549   0.2   -0.5   -2   150   
7560   0.2   -0.5   -2   170   
7569   0.2   -0.5   -2   150   
7578   0.2   -0.5   -2   150   
7586   0.2   -0.5   -2   150   
7592   0.2   -0.5   -2   150   
7647   0.2   -0.5   -2   150   
7660   0.2   -0.5   -2   150   
7678   0.2   -0.5   -2   150   
7688   0.2   -0.5   -2   150   
7695   0.2   -0.5   -2   150   
7703   0.2   -0.5   -2   150   
7760   0.2   -0.5   -2   150   
7766   0.2   -0.5   -2   150   
7788   0.2   -0.5   -2   150   
7794   0.2   -0.5   -2   150   
7810   0.2   -0.5   -2   150   
7854   0.2   -0.5   -2   150   
7868   0.2   -0.5   -2   150   
7884   0.2   -0.5   -2   170   
7898   0.2   -0.5   -2   150   
7906   0.2   -0.5   -2   150   
7925   0.2   -0.5   -2   150   
7929   0.2   -0.5   -2   170   
7932   0.2   -0.5   -2   150   
7938   0.2   -0.5   -2   150   
7941   0.2   -0.5   -2   170   
7948   0.2   -0.5   -2   150   
7954   0.2   -0.5   -2   170   
7971   0.2   -0.5   -2   150   
7975   0.2   -0.5   -2   150   
7976   0.2   -0.5   -2   150   
7986   0.2   -0.5   -2   150   
7994   0.2   -0.5   -2   150   
8005   0.2   -0.5   -2   150   
8008   0.2   -0.5   -2   150   
8053   0.2   -0.5   -2   150   
8081   0.2   -0.5   -2   170   
8087   0.2   -0.5   -2   150   
8098   0.2   -0.5   -2   150   
8101   0.2   -0.5   -2   150   
WEAK/0298   0.2   -0.5   -2   150   
WEAK/0444   0.2   -0.5   -2   150   
WEAK/1525   0.2   -0.5   -2   150   
WEAK/2112   0.2   -0.5   -2   150   
WEAK/2514   0.2   -0.5   -2   150   
WEAK/2679   0.2   -0.5   -2   150   
WEAK/3044   0.2   -0.5   -2   150   
WEAK/3087   0.2   -0.5   -2   150   
WEAK/3410   0.2   -0.5   -2   150   
WEAK/3412   0.2   -0.5   -2   150   
WEAK/3736   0.2   -0.5   -2   150   
WEAK/3917   0.2   -0.5   -2   150   
WEAK/6240   0.2   -0.5   -2   150   
WEAK/6293   0.2   -0.5   -2   150   
WEAK/6668   0.2   -0.5   -2   150   
WEAK/7457   0.2   -0.5   -2   150   
WEAK/7610   0.2   -0.5   -2   150   
CALIB/1141   0.2   -0.5   -2   150   
CALIB/1473   0.2   -0.5   -2   250   
CALIB/1983   0.2   -0.5   -2   150   
CALIB/2067   0.2   -0.5   -2   250   
CALIB/2953   0.2   -0.5   -2   150   
CALIB/3241   0.2   -0.5   -2   150   
